aluno_id,corte,probabilidade,faixa,situacao,fase_atual,recencia_dias,eventos_7d,eventos_14d,eventos_28d,dias_ativos_7d,dias_ativos_28d,tendencia,capitulo_max_fase_atual,pct_capitulos_fase_atual,progresso_28d,capitulos_distintos_28d,quiz_iniciados_28d,quiz_entregues_28d,entregas_28d,semanas_ativas_ultimas_8,share_noite_28d,share_fim_semana_28d,eventos_acumulados,dias_ativos_acumulados,semanas_desde_primeiro_evento,primeiro_evento,ultimo_evento,fator_1,fator_2,fator_3,fatores,acao_sugerida
Aluno 0098,2026-08-23,0.0397,Baixo,Ativo (28d),5,7,0.0,1.0,7.0,0.0,3.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.714,0.143,1841,34,28,2026-02-08,2026-08-16,7 dias sem acesso,1 questionário(s) iniciado(s) sem entrega,acessou mas não avançou em nenhum conteúdo no mês,7 dias sem acesso | 1 questionário(s) iniciado(s) sem entrega | acessou mas não avançou em nenhum conteúdo no mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0139,2026-08-23,0.0386,Baixo,Ativo (28d),5,11,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,4889,25,27,2026-02-09,2026-08-12,11 dias sem acesso,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,11 dias sem acesso | parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0104,2026-08-23,0.0385,Baixo,Ativo (28d),5,3,5.0,139.0,141.0,2.0,6.0,0.138,8.0,1.0,55.0,8.0,9.0,9.0,0.0,6.0,0.121,0.085,1187,60,28,2026-02-08,2026-08-20,queda de 86% nos acessos da semana vs. média do mês,,,queda de 86% nos acessos da semana vs. média do mês,Acompanhamento padrão (sem ação imediata)
Aluno 0043,2026-08-23,0.038,Baixo,Ativo (28d),5,0,138.0,138.0,139.0,3.0,4.0,3.86,4.0,0.5,68.0,1.0,1.0,0.0,0.0,4.0,0.662,0.317,18517,105,28,2026-02-08,2026-08-23,no capítulo 4 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,ativo em 4 das últimas 8 semanas,no capítulo 4 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega | ativo em 4 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0100,2026-08-23,0.0377,Baixo,Ativo (28d),5,1,75.0,75.0,76.0,1.0,2.0,3.75,2.0,0.25,71.0,1.0,0.0,0.0,0.0,4.0,0.013,0.987,1790,32,27,2026-02-09,2026-08-22,parado no capítulo 2 de 8 da Fase 5,apenas 2 dia(s) ativo(s) no último mês,nenhum questionário no último mês,parado no capítulo 2 de 8 da Fase 5 | apenas 2 dia(s) ativo(s) no último mês | nenhum questionário no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0118,2026-08-23,0.0368,Baixo,Ativo (28d),5,6,705.0,2900.0,2904.0,1.0,6.0,0.97,2.0,0.25,1448.0,2.0,1.0,0.0,0.0,6.0,0.207,0.756,5409,59,27,2026-02-12,2026-08-17,parado no capítulo 2 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,,parado no capítulo 2 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0079,2026-08-23,0.0357,Baixo,Ativo (28d),5,1,1.0,3.0,304.0,1.0,5.0,0.013,8.0,1.0,233.0,8.0,7.0,7.0,0.0,6.0,0.98,0.003,3622,31,24,2026-03-04,2026-08-22,queda de 99% nos acessos da semana vs. média do mês,,,queda de 99% nos acessos da semana vs. média do mês,Acompanhamento padrão (sem ação imediata)
Aluno 0013,2026-08-23,0.0355,Baixo,Ativo (28d),5,7,0.0,11.0,13.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.923,0.615,296,37,27,2026-02-09,2026-08-16,7 dias sem acesso,queda de 100% nos acessos da semana vs. média do mês,parado no capítulo 0 de 8 da Fase 5,7 dias sem acesso | queda de 100% nos acessos da semana vs. média do mês | parado no capítulo 0 de 8 da Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0082,2026-08-23,0.0349,Baixo,Ativo (28d),5,11,0.0,1.0,13.0,0.0,3.0,0.0,4.0,0.5,4.0,3.0,0.0,0.0,0.0,3.0,0.077,0.0,1528,32,27,2026-02-10,2026-08-12,11 dias sem acesso,queda de 100% nos acessos da semana vs. média do mês,ativo em apenas 3 das últimas 8 semanas,11 dias sem acesso | queda de 100% nos acessos da semana vs. média do mês | ativo em apenas 3 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0102,2026-08-23,0.0325,Baixo,Ativo (28d),5,7,0.0,3.0,18.0,0.0,3.0,0.0,1.0,0.125,6.0,1.0,0.0,0.0,0.0,6.0,0.167,0.167,535,58,27,2026-02-09,2026-08-16,7 dias sem acesso,queda de 100% nos acessos da semana vs. média do mês,parado no capítulo 1 de 8 da Fase 5,7 dias sem acesso | queda de 100% nos acessos da semana vs. média do mês | parado no capítulo 1 de 8 da Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0136,2026-08-23,0.0314,Baixo,Ativo (28d),5,2,476.0,476.0,479.0,3.0,5.0,3.942,8.0,1.0,224.0,8.0,10.0,10.0,0.0,4.0,0.875,0.0,1886,52,27,2026-02-09,2026-08-21,ativo em 4 das últimas 8 semanas,,,ativo em 4 das últimas 8 semanas,Acompanhamento padrão (sem ação imediata)
Aluno 0105,2026-08-23,0.0311,Baixo,Ativo (28d),5,10,0.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,0.0,311,30,27,2026-02-09,2026-08-13,10 dias sem acesso,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,10 dias sem acesso | parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0003,2026-08-23,0.0302,Baixo,Ativo (28d),5,12,0.0,41.0,89.0,0.0,6.0,0.0,8.0,1.0,40.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,1633,56,31,2026-01-15,2026-08-11,12 dias sem acesso,queda de 100% nos acessos da semana vs. média do mês,nenhum questionário no último mês,12 dias sem acesso | queda de 100% nos acessos da semana vs. média do mês | nenhum questionário no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0006,2026-08-23,0.0295,Baixo,Ativo (28d),5,2,1919.0,1930.0,1930.0,5.0,6.0,3.969,5.0,0.625,1021.0,48.0,4.0,2.0,0.0,2.0,0.199,0.0,1930,6,1,2026-08-14,2026-08-21,ativo em apenas 2 das últimas 8 semanas,no capítulo 5 de 8 da Fase 5,2 questionário(s) iniciado(s) sem entrega,ativo em apenas 2 das últimas 8 semanas | no capítulo 5 de 8 da Fase 5 | 2 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0164,2026-08-23,0.0288,Baixo,Ativo (28d),4,21,0.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1269,27,27,2026-02-09,2026-08-02,21 dias sem acesso,nenhum acesso nas últimas 2 semanas,apenas 1 dia(s) ativo(s) no último mês,21 dias sem acesso | nenhum acesso nas últimas 2 semanas | apenas 1 dia(s) ativo(s) no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0113,2026-08-23,0.0282,Baixo,Ativo (28d),5,2,152.0,271.0,754.0,2.0,8.0,0.802,8.0,1.0,358.0,8.0,10.0,9.0,0.0,6.0,0.776,0.308,2559,63,27,2026-02-10,2026-08-21,1 questionário(s) iniciado(s) sem entrega,,,1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0163,2026-08-23,0.0278,Baixo,Ativo (28d),5,1,3.0,4.0,4.0,2.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.5,0.5,723,56,27,2026-02-10,2026-08-22,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,acessou mas não avançou em nenhum conteúdo no mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | acessou mas não avançou em nenhum conteúdo no mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0106,2026-08-23,0.0272,Baixo,Ativo (28d),5,6,269.0,269.0,273.0,1.0,4.0,3.884,1.0,0.125,134.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,4340,56,27,2026-02-09,2026-08-17,parado no capítulo 1 de 8 da Fase 5,nenhum questionário no último mês,ativo em 5 das últimas 8 semanas,parado no capítulo 1 de 8 da Fase 5 | nenhum questionário no último mês | ativo em 5 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0092,2026-08-23,0.0248,Baixo,Ativo (28d),5,9,0.0,9.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.417,0.0,3174,45,27,2026-02-12,2026-08-14,9 dias sem acesso,queda de 100% nos acessos da semana vs. média do mês,parado no capítulo 0 de 8 da Fase 5,9 dias sem acesso | queda de 100% nos acessos da semana vs. média do mês | parado no capítulo 0 de 8 da Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0039,2026-08-23,0.0237,Baixo,Ativo (28d),5,3,1165.0,1168.0,1169.0,3.0,5.0,3.973,4.0,0.5,578.0,4.0,3.0,2.0,0.0,7.0,0.257,0.0,4380,57,27,2026-02-09,2026-08-20,no capítulo 4 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,,no capítulo 4 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0108,2026-08-23,0.0235,Baixo,Ativo (28d),5,4,3.0,3.0,6.0,2.0,5.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4739,36,27,2026-02-10,2026-08-19,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,ativo em apenas 3 das últimas 8 semanas,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | ativo em apenas 3 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0162,2026-08-23,0.0228,Baixo,Ativo (28d),5,3,2.0,4.0,59.0,2.0,8.0,0.127,8.0,1.0,14.0,7.0,10.0,10.0,0.0,8.0,0.085,0.034,551,61,27,2026-02-09,2026-08-20,queda de 86% nos acessos da semana vs. média do mês,,,queda de 86% nos acessos da semana vs. média do mês,Acompanhamento padrão (sem ação imediata)
Aluno 0097,2026-08-23,0.0223,Baixo,Ativo (28d),5,3,71.0,71.0,72.0,1.0,2.0,3.737,2.0,0.25,34.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,5173,58,27,2026-02-09,2026-08-20,parado no capítulo 2 de 8 da Fase 5,apenas 2 dia(s) ativo(s) no último mês,1 questionário(s) iniciado(s) sem entrega,parado no capítulo 2 de 8 da Fase 5 | apenas 2 dia(s) ativo(s) no último mês | 1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0066,2026-08-23,0.0223,Baixo,Ativo (28d),5,2,859.0,1202.0,1758.0,4.0,10.0,1.95,2.0,0.25,876.0,2.0,1.0,0.0,0.0,5.0,0.032,0.0,16551,99,27,2026-02-09,2026-08-21,parado no capítulo 2 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,ativo em 5 das últimas 8 semanas,parado no capítulo 2 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega | ativo em 5 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0004,2026-08-23,0.0219,Baixo,Ativo (28d),5,0,2.0,8.0,10.0,1.0,3.0,0.571,1.0,0.125,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.2,349,35,27,2026-02-09,2026-08-23,parado no capítulo 1 de 8 da Fase 5,nenhum questionário no último mês,ativo em 4 das últimas 8 semanas,parado no capítulo 1 de 8 da Fase 5 | nenhum questionário no último mês | ativo em 4 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0037,2026-08-23,0.0215,Baixo,Ativo (28d),5,4,2.0,17.0,35.0,2.0,12.0,0.205,8.0,1.0,6.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,536,52,18,2026-04-17,2026-08-19,queda de 77% nos acessos da semana vs. média do mês,3 questionário(s) iniciado(s) sem entrega,,queda de 77% nos acessos da semana vs. média do mês | 3 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0117,2026-08-23,0.0212,Baixo,Ativo (28d),5,4,68.0,219.0,236.0,1.0,7.0,1.133,2.0,0.25,109.0,2.0,1.0,0.0,0.0,8.0,0.979,0.004,1910,55,27,2026-02-09,2026-08-19,parado no capítulo 2 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,,parado no capítulo 2 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0064,2026-08-23,0.0202,Baixo,Ativo (28d),5,1,293.0,437.0,1270.0,2.0,9.0,0.92,8.0,1.0,622.0,7.0,9.0,9.0,0.0,6.0,0.691,0.054,3922,64,27,2026-02-09,2026-08-22,sem sinais de alerta: acesso regular e progressão em dia,,,sem sinais de alerta: acesso regular e progressão em dia,Acompanhamento padrão (sem ação imediata)
Aluno 0149,2026-08-23,0.0199,Baixo,Ativo (28d),5,4,1040.0,1041.0,1043.0,1.0,4.0,3.973,8.0,1.0,510.0,15.0,8.0,8.0,0.0,6.0,0.998,0.0,2393,28,27,2026-02-09,2026-08-19,sem sinais de alerta: acesso regular e progressão em dia,,,sem sinais de alerta: acesso regular e progressão em dia,Acompanhamento padrão (sem ação imediata)
Aluno 0063,2026-08-23,0.0194,Baixo,Ativo (28d),5,5,36.0,39.0,48.0,2.0,7.0,2.769,7.0,0.875,12.0,7.0,5.0,0.0,0.0,7.0,0.0,0.0,653,65,27,2026-02-09,2026-08-18,5 questionário(s) iniciado(s) sem entrega,,,5 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0042,2026-08-23,0.0194,Baixo,Ativo (28d),5,1,98.0,98.0,344.0,3.0,7.0,1.126,8.0,1.0,261.0,7.0,8.0,8.0,0.0,6.0,0.297,0.698,4624,94,27,2026-02-09,2026-08-22,sem sinais de alerta: acesso regular e progressão em dia,,,sem sinais de alerta: acesso regular e progressão em dia,Acompanhamento padrão (sem ação imediata)
Aluno 0033,2026-08-23,0.0194,Baixo,Ativo (28d),5,0,2.0,7.0,14.0,2.0,8.0,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.286,0.143,638,52,28,2026-02-08,2026-08-23,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,queda de 43% nos acessos da semana vs. média do mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | queda de 43% nos acessos da semana vs. média do mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0075,2026-08-23,0.0192,Baixo,Ativo (28d),5,3,147.0,674.0,674.0,2.0,4.0,0.867,8.0,1.0,326.0,8.0,11.0,10.0,0.0,4.0,0.997,0.0,4985,52,27,2026-02-09,2026-08-20,1 questionário(s) iniciado(s) sem entrega,ativo em 4 das últimas 8 semanas,,1 questionário(s) iniciado(s) sem entrega | ativo em 4 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0034,2026-08-23,0.0187,Baixo,Ativo (28d),5,1,1.0,5.0,6.0,1.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.167,4250,37,28,2026-02-08,2026-08-22,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,acessou mas não avançou em nenhum conteúdo no mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | acessou mas não avançou em nenhum conteúdo no mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0156,2026-08-23,0.0182,Baixo,Ativo (28d),5,12,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.333,0.667,5857,47,27,2026-02-09,2026-08-11,12 dias sem acesso,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,12 dias sem acesso | parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0089,2026-08-23,0.0179,Baixo,Ativo (28d),5,3,1.0,1.0,2.0,1.0,2.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.5,4516,43,25,2026-02-26,2026-08-20,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,apenas 2 dia(s) ativo(s) no último mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | apenas 2 dia(s) ativo(s) no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0103,2026-08-23,0.0178,Baixo,Ativo (28d),5,6,59.0,98.0,103.0,1.0,4.0,2.206,3.0,0.375,45.0,3.0,4.0,4.0,0.0,5.0,0.068,0.0,4317,74,27,2026-02-09,2026-08-17,parado no capítulo 3 de 8 da Fase 5,ativo em 5 das últimas 8 semanas,,parado no capítulo 3 de 8 da Fase 5 | ativo em 5 das últimas 8 semanas,Acompanhamento padrão (sem ação imediata)
Aluno 0166,2026-08-23,0.0177,Baixo,Ativo (28d),5,13,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3806,48,27,2026-02-11,2026-08-10,13 dias sem acesso,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,13 dias sem acesso | parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0119,2026-08-23,0.0176,Baixo,Ativo (28d),5,8,0.0,180.0,427.0,0.0,11.0,0.0,8.0,1.0,190.0,9.0,9.0,9.0,7.0,3.0,0.234,0.103,1888,66,27,2026-02-09,2026-08-15,8 dias sem acesso,queda de 100% nos acessos da semana vs. média do mês,ativo em apenas 3 das últimas 8 semanas,8 dias sem acesso | queda de 100% nos acessos da semana vs. média do mês | ativo em apenas 3 das últimas 8 semanas,Acompanhamento padrão (sem ação imediata)
Aluno 0044,2026-08-23,0.0171,Baixo,Ativo (28d),5,5,1.0,1.0,2.0,1.0,2.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1069,69,28,2026-02-06,2026-08-18,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,apenas 2 dia(s) ativo(s) no último mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | apenas 2 dia(s) ativo(s) no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0061,2026-08-23,0.017,Baixo,Ativo (28d),5,5,2.0,8.0,13.0,2.0,6.0,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.462,0.0,352,51,27,2026-02-09,2026-08-18,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,queda de 38% nos acessos da semana vs. média do mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | queda de 38% nos acessos da semana vs. média do mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0059,2026-08-23,0.0162,Baixo,Ativo (28d),5,3,4.0,6.0,8.0,1.0,4.0,1.333,1.0,0.125,1.0,1.0,0.0,0.0,0.0,7.0,0.5,0.25,2826,53,27,2026-02-09,2026-08-20,parado no capítulo 1 de 8 da Fase 5,nenhum questionário no último mês,,parado no capítulo 1 de 8 da Fase 5 | nenhum questionário no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0101,2026-08-23,0.016,Baixo,Ativo (28d),5,2,3.0,6.0,7.0,1.0,4.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.571,0.0,2326,37,25,2026-02-24,2026-08-21,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,acessou mas não avançou em nenhum conteúdo no mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | acessou mas não avançou em nenhum conteúdo no mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0012,2026-08-23,0.0159,Baixo,Ativo (28d),5,3,54.0,261.0,265.0,2.0,7.0,0.803,0.0,0.0,101.0,9.0,1.0,2.0,0.0,7.0,0.26,0.777,3809,60,25,2026-02-24,2026-08-20,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5,Acompanhamento padrão (sem ação imediata)
Aluno 0071,2026-08-23,0.0158,Baixo,Ativo (28d),5,1,130.0,133.0,139.0,4.0,11.0,3.636,8.0,1.0,55.0,7.0,8.0,8.0,0.0,8.0,0.007,0.137,799,79,28,2026-02-08,2026-08-22,sem sinais de alerta: acesso regular e progressão em dia,,,sem sinais de alerta: acesso regular e progressão em dia,Acompanhamento padrão (sem ação imediata)
Aluno 0029,2026-08-23,0.0155,Baixo,Ativo (28d),5,0,2.0,53.0,407.0,1.0,12.0,0.019,8.0,1.0,330.0,7.0,7.0,4.0,0.0,8.0,0.069,0.039,2038,99,27,2026-02-09,2026-08-23,queda de 98% nos acessos da semana vs. média do mês,3 questionário(s) iniciado(s) sem entrega,,queda de 98% nos acessos da semana vs. média do mês | 3 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0078,2026-08-23,0.0153,Baixo,Ativo (28d),5,1,1.0,1.0,2.0,1.0,2.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,2614,47,27,2026-02-09,2026-08-22,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,apenas 2 dia(s) ativo(s) no último mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | apenas 2 dia(s) ativo(s) no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0083,2026-08-23,0.0152,Baixo,Ativo (28d),5,3,657.0,661.0,663.0,4.0,7.0,3.94,0.0,0.0,328.0,1.0,0.0,0.0,0.0,4.0,0.468,0.0,5834,52,20,2026-03-31,2026-08-20,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,nenhum questionário no último mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | nenhum questionário no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0145,2026-08-23,0.0144,Baixo,Ativo (28d),5,1,78.0,120.0,265.0,3.0,9.0,1.16,8.0,1.0,134.0,8.0,4.0,4.0,0.0,4.0,0.128,0.004,1838,59,27,2026-02-09,2026-08-22,ativo em 4 das últimas 8 semanas,,,ativo em 4 das últimas 8 semanas,Acompanhamento padrão (sem ação imediata)
Aluno 0053,2026-08-23,0.0135,Baixo,Ativo (28d),5,0,864.0,1307.0,2882.0,3.0,12.0,1.198,8.0,1.0,1433.0,5.0,4.0,2.0,0.0,6.0,0.659,0.319,30967,110,26,2026-02-16,2026-08-23,2 questionário(s) iniciado(s) sem entrega,,,2 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0110,2026-08-23,0.013,Baixo,Ativo (28d),5,2,4.0,4.0,455.0,3.0,11.0,0.035,8.0,1.0,213.0,7.0,7.0,7.0,0.0,7.0,0.011,0.279,995,90,27,2026-02-09,2026-08-21,queda de 96% nos acessos da semana vs. média do mês,,,queda de 96% nos acessos da semana vs. média do mês,Acompanhamento padrão (sem ação imediata)
Aluno 0094,2026-08-23,0.0129,Baixo,Ativo (28d),5,1,5.0,5.0,12.0,3.0,7.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.25,1089,65,27,2026-02-09,2026-08-22,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,acessou mas não avançou em nenhum conteúdo no mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | acessou mas não avançou em nenhum conteúdo no mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0040,2026-08-23,0.0124,Baixo,Ativo (28d),5,1,3.0,4.0,5.0,3.0,5.0,1.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,0.2,2768,50,16,2026-04-29,2026-08-22,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,acessou mas não avançou em nenhum conteúdo no mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | acessou mas não avançou em nenhum conteúdo no mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0069,2026-08-23,0.012,Baixo,Ativo (28d),5,5,6.0,8.0,105.0,2.0,11.0,0.22,8.0,1.0,3.0,8.0,8.0,8.0,7.0,6.0,0.105,0.229,4605,86,27,2026-02-09,2026-08-18,queda de 77% nos acessos da semana vs. média do mês,,,queda de 77% nos acessos da semana vs. média do mês,Acompanhamento padrão (sem ação imediata)
Aluno 0084,2026-08-23,0.0116,Baixo,Ativo (28d),5,2,2.0,4.0,14.0,2.0,9.0,0.444,1.0,0.125,1.0,1.0,0.0,0.0,0.0,7.0,0.286,0.429,1350,67,27,2026-02-09,2026-08-21,parado no capítulo 1 de 8 da Fase 5,queda de 43% nos acessos da semana vs. média do mês,nenhum questionário no último mês,parado no capítulo 1 de 8 da Fase 5 | queda de 43% nos acessos da semana vs. média do mês | nenhum questionário no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0058,2026-08-23,0.0115,Baixo,Ativo (28d),5,15,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.667,1384,35,27,2026-02-09,2026-08-08,15 dias sem acesso,nenhum acesso nas últimas 2 semanas,parado no capítulo 0 de 8 da Fase 5,15 dias sem acesso | nenhum acesso nas últimas 2 semanas | parado no capítulo 0 de 8 da Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0087,2026-08-23,0.0114,Baixo,Ativo (28d),5,2,5.0,5.0,126.0,3.0,7.0,0.154,0.0,0.0,59.0,1.0,0.0,0.0,0.0,3.0,0.31,0.0,4541,67,27,2026-02-09,2026-08-21,queda de 84% nos acessos da semana vs. média do mês,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,queda de 84% nos acessos da semana vs. média do mês | parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
